author,programming_language,hash,repo_url,severity,cvss2_integrity_impact,cvss3_integrity_impact,impact_score
Michael Adams,C,4a59cfaf9ab3d48fca4a15c0d2674bf7138e3d1a,https://github.com/mdadams/jasper,MEDIUM,PARTIAL,HIGH,5.9
Michael Adams,C,f25486c3d4aa472fec79150f2c41ed4333395d3d,https://github.com/mdadams/jasper,MEDIUM,PARTIAL,HIGH,5.9
Michael Adams,C,e96fc4fdd525fa0ede28074a7e2b1caf94b58b0d,https://github.com/mdadams/jasper,MEDIUM,NONE,NONE,3.6
Gemorroj,PHP,91c937e03c876ba1290b6de2a3ad953d2105fdd0,https://github.com/Gemorroj/phpwhois,HIGH,PARTIAL,HIGH,5.9
Austin Macdonald,Python,b542d7465f7e6e02e1ea1aec059ac607a65cefe7,https://github.com/pulp/pulp,MEDIUM,PARTIAL,HIGH,5.9
Shawn A,PHP,cb1845743bd11ba74a49b6b522c080df86a17d51,https://github.com/GetSimpleCMS/GetSimpleCMS,MEDIUM,PARTIAL,,
Simon Willnauer,Java,bf3052d14c874aead7da8855c5fcadf5428a43f2,https://github.com/elastic/elasticsearch,HIGH,PARTIAL,HIGH,5.9
Mike Anderson,Ruby,89d7cbcd3697c8a842f1a61b99e9a78f295798fb,https://github.com/Snorby/snorby,MEDIUM,PARTIAL,,
Luke Towers,PHP,2b8939cc8b5b6fe81e093fe2c9f883ada4e3c8cc,https://github.com/octobercms/october,MEDIUM,NONE,NONE,3.6
Luke Towers,PHP,6711dae8ef70caf0e94cec434498012a2ccd86b8,https://github.com/octobercms/october,MEDIUM,PARTIAL,LOW,1.4
Luke Towers,PHP,cd0b6a791f995d86071a024464c1702efc50f46c,https://github.com/octobercms/october,LOW,PARTIAL,LOW,2.7
Luke Towers,PHP,802d8c8e09a2b342649393edb6d3ceb958851484,https://github.com/octobercms/october,MEDIUM,PARTIAL,LOW,3.7
Luke Towers,PHP,9ecfb4867baae14a0d3f99f5b5c1e8a979ae8746,https://github.com/octobercms/october,LOW,PARTIAL,LOW,2.5
Luke Towers,JavaScript,b384954a29b89117e1c0d6035b3ede4f46df67c5,https://github.com/octobercms/october,LOW,PARTIAL,LOW,2.7
Samuel Georges,PHP,4c650bb775ab849e48202a4923bac93bd74f9982,https://github.com/octobercms/october,MEDIUM,PARTIAL,LOW,3.7
Luke Towers,PHP,78a37298a4ed4602b383522344a31e311402d829,https://github.com/octobercms/october,MEDIUM,PARTIAL,LOW,3.4
Luke Towers,PHP,d34fb8ab51108495a9a651b841202d935f4e12f7,https://github.com/octobercms/october,MEDIUM,PARTIAL,HIGH,5.9
Samuel Georges,PHP,8a4ac533e5cd6b8f92e9ef19fbfbb2f505dc7a9a,https://github.com/octobercms/october,MEDIUM,PARTIAL,,
Samuel Georges,PHP,4a6e0e1e0e2c3facebc17e0db38c5b4d4cb05bd0,https://github.com/octobercms/october,MEDIUM,PARTIAL,HIGH,5.9
Yusuke Anno,Ruby,ab96ec7661f15a0129940eed9215c91f1acbf564,https://github.com/NaCl-Ltd/pref-shimane-cms,MEDIUM,PARTIAL,,
Sergey Biryukov,PHP,0292de60ec78c5a44956765189403654fe4d080b,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,5.9
Sergey Biryukov,PHP,c86ee39ff4c1a79b93c967eb88522f5c09614a28,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
desrosj,PHP,30ac67579559fe42251b5a9f887211bf61a8ed68,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Sergey Biryukov,PHP,9db44754b9e4044690a6c32fd74b9d5fe26b07b2,https://github.com/WordPress/WordPress,HIGH,PARTIAL,HIGH,5.9
whyisjake,PHP,608d39faed63ea212b6c6cdf9fe2bef92e2120ea,https://github.com/WordPress/WordPress,HIGH,PARTIAL,HIGH,5.9
whyisjake,PHP,b183fd1cca0b44a92f0264823dd9f22d2fd8b8d0,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,5.9
whyisjake,PHP,b224c251adfa16a5f84074a3c0886270c9df38de,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,3.6
Nikolay Bachiyski,PHP,9b7a7754133c50b82bd9d976fb5b24094f658aab,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,5.9
Nikolay Bachiyski,PHP,4372cdf45d0f49c74bbd4d60db7281de83e32648,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Rachel Baker,PHP,a2904cc3092c391ac7027bc87f7806953d1a25a1,https://github.com/WordPress/WordPress,MEDIUM,NONE,NONE,3.6
Pascal Birchler,PHP,54720a14d85bc1197ded7cb09bd3ea790caa0b6e,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,3.4
Jeremy Felt,PHP,c9e60dab176635d4bfaaf431c0ea891e4726d6e0,https://github.com/WordPress/WordPress,LOW,PARTIAL,LOW,2.7
Aaron Campbell,PHP,03e5c0314aeffe6b27f4b98fef842bf0fb00c733,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,5.9
Jeremy Felt,PHP,061e8788814ac87706d8b95688df276fe3c8596a,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,1.4
Jeremy Felt,PHP,cea9e2dc62abf777e06b12ec4ad9d1aaa49b29f4,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,3.6
Dominik Schilling,PHP,ce7fb2934dd111e6353784852de8aea2a938b359,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Dominik Schilling,PHP,c9ea1de1441bb3bda133bf72d513ca9de66566c2,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Aaron Campbell,PHP,daf358983cc1ce0c77bf6d2de2ebbb43df2add60,https://github.com/WordPress/WordPress,MEDIUM,NONE,NONE,1.4
Dominik Schilling,PHP,85384297a60900004e27e417eac56d24267054cb,https://github.com/WordPress/WordPress,HIGH,PARTIAL,HIGH,5.9
Joe Hoyle,PHP,e357195ce303017d517aff944644a7a1232926f7,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,3.6
John Blackbourn,PHP,4482f9207027de8f36630737ae085110896ea849,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Dominik Schilling,PHP,21264a31e0849e6ff793a06a17de877dd88ea454,https://github.com/WordPress/WordPress,MEDIUM,NONE,NONE,1.4
Jeremy Felt,PHP,28f838ca3ee205b6f39cd2bf23eb4e5f52796bd7,https://github.com/WordPress/WordPress,LOW,PARTIAL,LOW,2.7
Dominik Schilling,PHP,419c8d97ce8df7d5004ee0b566bc5e095f0a6ca8,https://github.com/WordPress/WordPress,LOW,PARTIAL,LOW,2.7
Aaron Campbell,PHP,4d80f8b3e1b00a3edcee0774dc9c2f4c78f9e663,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,3.6
Aaron Campbell,PHP,288cd469396cfe7055972b457eb589cea51ce40e,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
John Blackbourn,PHP,263831a72d08556bc2f3a328673d95301a152829,https://github.com/WordPress/WordPress,MEDIUM,NONE,NONE,3.6
Pascal Birchler,PHP,e88a48a066ab2200ce3091b131d43e2fab2460a4,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,3.6
Pascal Birchler,PHP,76d77e927bb4d0f87c7262a50e28d84e01fd2b11,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,4.0
Pascal Birchler,PHP,3d95e3ae816f4d7c638f40d3e936a4be19724381,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,4.0
Aaron Campbell,PHP,70b21279098fc973eae803693c0705a548128e48,https://github.com/WordPress/WordPress,HIGH,PARTIAL,HIGH,5.9
Aaron Campbell,PHP,fc930d3daed1c3acef010d04acc2c5de93cd18ec,https://github.com/WordPress/WordPress,HIGH,PARTIAL,HIGH,5.9
Gary Pendergast,PHP,a2693fd8602e3263b5925b9d799ddd577202167d,https://github.com/WordPress/WordPress,HIGH,PARTIAL,HIGH,5.9
John Blackbourn,PHP,eaf1cfdc1fe0bdffabd8d879c591b864d833326c,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,HIGH,5.9
John Blackbourn,PHP,3713ac5ebc90fb2011e98dfd691420f43da6c09a,https://github.com/WordPress/WordPress,LOW,PARTIAL,LOW,2.7
John Blackbourn,PHP,f1de7e42df29395c3314bf85bff3d1f4f90541de,https://github.com/WordPress/WordPress,LOW,PARTIAL,LOW,2.7
John Blackbourn,PHP,67d03a98c2cae5f41843c897f206adde299b0509,https://github.com/WordPress/WordPress,LOW,PARTIAL,LOW,2.7
Dominik Schilling,PHP,14bc2c0a6fde0da04b47130707e01df850eedc7e,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Dominik Schilling,PHP,31a4369366d6b8ce30045d4c838de2412c77850d,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Dominik Schilling,PHP,804363859602d4050d9a38a21f5a65d9aec18216,https://github.com/WordPress/WordPress,MEDIUM,PARTIAL,LOW,2.7
Iglocska,PHP,415d85102d5aa5f96f4f11a17c86b59bb9cc0d56,https://github.com/MISP/MISP,HIGH,PARTIAL,HIGH,5.9
iglocska,JavaScript,5efc07b12f82301a6086fd3433fedd69fe7119d3,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,10080096879d1076756f62760d6daf582b6db722,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,6ffacc1e239930e0e8464d0ca16e432e26cf36a9,https://github.com/MISP/MISP,MEDIUM,NONE,HIGH,5.9
iglocska,PHP,c69969329d197bcdd04832b03310fa73f4eb7155,https://github.com/MISP/MISP,LOW,NONE,NONE,3.6
iglocska,PHP,2989aa05225aa9b3a592ca50cbf8350ef256909c,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,609bfbd450c933d21c50c9f0161d633c43413eb6,https://github.com/MISP/MISP,MEDIUM,NONE,NONE,3.6
mokaddem,PHP,d14ce7de709cdde3ecc9433e38e14c682894e88a,https://github.com/MISP/MISP,HIGH,PARTIAL,HIGH,5.9
Jakub Onderka,PHP,b0be3b07fee2ab9bf1869ef81a7f24f58bd687ef,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,1.4
iglocska,PHP,b3550b48f30ad9fef86c5b5c664487aaf6f52787,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
mokaddem,PHP,164963100a830234744a6004d5eda55d24e97b2a,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,3.6
iglocska,PHP,6e81c8ee8ad19576c055b5c4773f914b918f32be,https://github.com/MISP/MISP,MEDIUM,NONE,NONE,3.6
mokaddem,PHP,626ca544ffb5604ea01bb291f69811668b6b5631,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
mokaddem,PHP,423750573d07f1a463f115ef37182c1825080da4,https://github.com/MISP/MISP,HIGH,PARTIAL,HIGH,5.9
Jakub Onderka,PHP,0bfc0bf38a7758b27c5c446fec5e3b905e5a54ab,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,afbf95a478b6e94f532ca0776c79da1b08be7eed,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,5.2
iglocska,PHP,741243f707cac7de1a3769a38e03004f037f4a3d,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,829c3199ba3afdecb52e0719509f3df4463be5b4,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,8283e0fbec551f45f3f181cdb2cf29cddc23df66,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,ca13fee271ad126832c88896776f3050a6c06e64,https://github.com/MISP/MISP,LOW,NONE,NONE,3.6
iglocska,PHP,586cca384be6710b03e14bcbeb7588c1772604ec,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,3a085a6ceea00b3ab674a984dd56c1846ef775ff,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,6f6fb678ca07c80cb7d2bdfe5cb0313bb71bd487,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,JavaScript,62f15433e42fb92e45bd57dd6fc0c0bf53deb6fc,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,36b43f1306873cff87b7aa30cdc1a30b38c9c16a,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,5.9
iglocska,PHP,c42c5fe92783dd306b7600db1f6a25324445b40c,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,5.9
mokaddem,JavaScript,26bedd8a68c32a2f14460a8eac2a9fb09923392b,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,75acd63c46506ad404764c3a3de7d4ca11d0560f,https://github.com/MISP/MISP,MEDIUM,NONE,NONE,3.6
iglocska,PHP,e05dc512a437284f14624da23cca4a829a76aebf,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,1.4
iglocska,PHP,c1a0b3b2809b21b4df8c1efbc803aff700e262c3,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,3.6
iglocska,PHP,9400b8bc8699435d84508e598aca98a31affd77c,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.5
iglocska,PHP,934c82819237b4edf1da64587b72a87bec5dd520,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,3.6
mokaddem,PHP,3d982d92fd26584115c01f8c560a688d1096b65c,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,3.6
mokaddem,PHP,43a0757fb33769d9ad4ca09e8f2ac572f9f6a491,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,30ff4b6451549dae7b526d4fb3a49061311ed477,https://github.com/MISP/MISP,MEDIUM,NONE,NONE,3.6
iglocska,PHP,3630a8b1e1cd99862867fe72ffa1ff51e4d9c09f,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,JavaScript,599b3638384bfe49fa527bcb060f3f608a296996,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,6eba658d4a648b41b357025d864c19a67412b8aa,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,be111a470204a974c50682054c9c7d4b94396ed9,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,5.9
iglocska,PHP,7d5890b2fc63285f010d5845913894dd71cf232c,https://github.com/MISP/MISP,MEDIUM,NONE,NONE,3.6
iglocska,PHP,01924cd948dbceb8391be671dab672e9f4a0ffe8,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,37720c38d6c617439df0a13e9396fcb26345dadd,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,1.4
iglocska,PHP,a0f08501d2850025892e703f40fb1570c7995478,https://github.com/MISP/MISP,MEDIUM,NONE,NONE,3.6
mokaddem,PHP,2fde6476dc3173affc61874ba2adb35400a8fda5,https://github.com/MISP/MISP,HIGH,PARTIAL,HIGH,5.9
Luciano Righetti,PHP,01521d614cb578de75a406394b4f0426f6036ba7,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
mokaddem,PHP,78edbbca64a1edc4390560cc106d0d418064355d,https://github.com/MISP/MISP,LOW,PARTIAL,LOW,2.7
mokaddem,PHP,f318f7c0ddac7dfd2b1f246fd8f488d9dfc3a4bf,https://github.com/MISP/MISP,LOW,PARTIAL,LOW,2.7
mokaddem,JavaScript,af50add82433eb2a740c3621b99d9d14d2b1e192,https://github.com/MISP/MISP,LOW,PARTIAL,LOW,2.7
Luciano Righetti,PHP,20d9020b76d1f6790c4d84e020d0cc97c929f66b,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,5.9
iglocska,PHP,61d4d3670593b78e4dab7a11eb620b7a372f30e6,https://github.com/MISP/MISP,LOW,PARTIAL,LOW,2.7
Luciano Righetti,PHP,08a07a38ae81f3b55d81cfcd4501ac1eb1c9c4dc,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
Luciano Righetti,PHP,8cc93687dcd68e1774b55a5c4e8125c0c8ddc288,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,5.9
Luciano Righetti,PHP,8dcf414340c5ddedfebbc972601646d38e1d0717,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,5.9
iglocska,PHP,0108f1bde2117ac5c1e28d124128f60c8bb09a8e,https://github.com/MISP/MISP,HIGH,PARTIAL,HIGH,5.9
iglocska,PHP,93821c0de6a7dd32262ce62212773f43136ca66e,https://github.com/MISP/MISP,HIGH,PARTIAL,HIGH,5.9
iglocska,PHP,9623de2f5cca011afc581d55cfa5ce87682894fd,https://github.com/MISP/MISP,LOW,PARTIAL,LOW,2.7
iglocska,PHP,107e271d78c255d658ce998285fe6f6c4f291b41,https://github.com/MISP/MISP,LOW,PARTIAL,LOW,2.7
iglocska,PHP,60c85b80e3ab05c3ef015bca5630e95eddbb1436,https://github.com/MISP/MISP,LOW,PARTIAL,LOW,2.7
iglocska,PHP,ce6bc88e330f5ef50666b149d86c0d94f545f24e,https://github.com/MISP/MISP,MEDIUM,PARTIAL,LOW,2.7
iglocska,PHP,01120163a6b4d905029d416e7305575df31df8af,https://github.com/MISP/MISP,MEDIUM,PARTIAL,HIGH,3.6
kenjis,PHP,0dde92def6b9f276f05ff77abb07ead318f9ec23,https://github.com/bcit-ci/CodeIgniter,HIGH,PARTIAL,HIGH,5.9
Michael Kaufmann,PHP,aa881560cc996c38cbf8c20ee62854e27f72c73c,https://github.com/Froxlor/Froxlor,MEDIUM,NONE,NONE,3.6
Michael Kaufmann (d00p),PHP,8558533a9148a2a0302c9c177abff8e4e4075b92,https://github.com/Froxlor/Froxlor,MEDIUM,NONE,HIGH,5.9
Michael Kaufmann (d00p),PHP,da4ec3e1b591de96675817a009e26e05e848a6ba,https://github.com/Froxlor/Froxlor,MEDIUM,NONE,HIGH,5.9
Michael Kaufmann,PHP,6b09720ef8a1cc008751dd0ca0140a0597fedce5,https://github.com/Froxlor/Froxlor,LOW,NONE,NONE,4.2
Michael Kaufmann,PHP,62ce21c9ec393f9962515c88f0c489ace42bf656,https://github.com/Froxlor/Froxlor,MEDIUM,PARTIAL,HIGH,5.9
Michael Kaufmann,PHP,7e361274c5bf687b6a42dd1871f6d75506c5d207,https://github.com/Froxlor/Froxlor,MEDIUM,PARTIAL,HIGH,5.9
Michael Kaufmann,PHP,eb592340b022298f62a0a3e8450dbfbe29585782,https://github.com/Froxlor/Froxlor,HIGH,PARTIAL,HIGH,5.9
Till Kamppeter,C,46844402bca7a38fc224483ba6f0a93c4613203f,https://github.com/tillkamppeter/ippusbxd,HIGH,PARTIAL,,
djm@openbsd.org,C,aad87b88fc2536b1ea023213729aaf4eaabe1894,https://github.com/openssh/openssh-portable,MEDIUM,PARTIAL,HIGH,3.6
djm@openbsd.org,C,955854cafca88e0cdcd3d09ca1ad4ada465364a1,https://github.com/openssh/openssh-portable,MEDIUM,PARTIAL,HIGH,3.6
djm@openbsd.org,C,e04fd6dde16de1cdc5a4d9946397ff60d96568db,https://github.com/openssh/openssh-portable,MEDIUM,PARTIAL,HIGH,5.9
Damien Miller,C,d4697fe9a28dab7255c60433e4dd23cf7fce8a8b,https://github.com/openssh/openssh-portable,LOW,PARTIAL,,
Damien Miller,C,5e75f5198769056089fb06c4d738ab0e5abc66f7,https://github.com/openssh/openssh-portable,MEDIUM,COMPLETE,,
dtucker@openbsd.org,C,fcd135c9df440bcd2d5870405ad3311743d78d97,https://github.com/openssh/openssh-portable,HIGH,NONE,NONE,3.6
markus@openbsd.org,C,ec165c392ca54317dbe3064a8c200de6531e89ad,https://github.com/openssh/openssh-portable,HIGH,NONE,NONE,3.6
djm@openbsd.org,C,6010c0303a422a9c5fa8860c061bf7105eb7f8b2,https://github.com/openssh/openssh-portable,LOW,PARTIAL,HIGH,3.6
Martijn,PHP,2160275b60736f706dfda132c7c46728c5b255fa,https://github.com/wolfcms/wolfcms,MEDIUM,PARTIAL,HIGH,5.9
Lei Zhang,C++,c56b85408bab232efd7e650f0994272a174e3b92,https://github.com/googlei18n/sfntly,MEDIUM,PARTIAL,HIGH,5.9
Thomas Kluyver,Python,107a89fce5f413fb5728c1c5d2c7788e1fb17491,https://github.com/jupyter/notebook,MEDIUM,PARTIAL,LOW,2.7
Min RK,Python,08c4c898182edbe97aadef1815cce50448f975cb,https://github.com/jupyter/notebook,MEDIUM,PARTIAL,LOW,2.7
Matthias Bussonnier,Python,35f32dd2da804d108a3a3585b69ec3295b2677ed,https://github.com/jupyter/notebook,MEDIUM,PARTIAL,,
twangboy,Python,c0689e32154c41f59840ae10ffc5fbfa30618710,https://github.com/twangboy/salt,MEDIUM,NONE,HIGH,5.9
Massimo Di Pierro,Python,a181b855a43cb8b479d276b082cfcde385768451,https://github.com/web2py/web2py,MEDIUM,PARTIAL,LOW,2.7
mdipierro,Python,9706d125b42481178d2b423de245f5d2faadbf40,https://github.com/web2py/web2py,LOW,NONE,HIGH,5.9
Leonel Câmara,Python,944d8bd8f3c5cf8ae296fc03d149056c65358426,https://github.com/web2py/web2py,MEDIUM,NONE,HIGH,5.9
Bart Kamphorst,Ruby,ce68a88293ce3b18c261312392ad33a88bb69ea1,https://github.com/gollum/gollum,MEDIUM,NONE,,
brad,Java,5f81b0c48a817d4337d8b0e99ea0b4744ecd720b,https://github.com/miltonio/milton2,HIGH,PARTIAL,HIGH,5.9
MyKings,PHP,b8fb6551e9b970ad37134af0562ffabe24a7672d,https://github.com/zTree/zTree_v3,MEDIUM,PARTIAL,,
Zbigniew Jędrzejewski-Szmek,C,cb31827d62066a04b02111df3052949fda4b6888,https://github.com/keszybz/systemd,HIGH,PARTIAL,HIGH,5.9
Florian Frank,Ruby,570b5e854cecddd44d2047c44126aed951b61718,https://github.com/quadule/colorscore,HIGH,COMPLETE,HIGH,6.0
Rafael Mendonça França,Ruby,297161e29a3e11186ce4c02bf7defc088bf544d4,https://github.com/rails/rails-html-sanitizer,MEDIUM,PARTIAL,LOW,2.7
Rafael Mendonça França,Ruby,49dfc1584c5b8e35a4ffabf8356ba3df025e8d3f,https://github.com/rails/rails-html-sanitizer,MEDIUM,PARTIAL,LOW,2.7
Aaron Patterson,Ruby,63903b0eaa6d2a4e1c91bc86008256c4c8335e78,https://github.com/rails/rails-html-sanitizer,MEDIUM,PARTIAL,LOW,2.7
Rafael Mendonça França,Ruby,f3ba1a839a35f2ba7f941c15e239a1cb379d56ae,https://github.com/rails/rails-html-sanitizer,MEDIUM,PARTIAL,LOW,2.7
Robin Appelman,PHP,33ab10cc4d5c3e48cba3a074b5f9fc67590cd032,https://github.com/icewind1991/SMB,HIGH,COMPLETE,,
Fabien Potencier,PHP,30be07759a3de2558da5224f127d052ecf492e8f,https://github.com/fabpot/Twig,MEDIUM,PARTIAL,,
Dave Young,C,4b2b64d5a6ebc84214755ebccd599baef7c1b798,https://github.com/mjg59/linux,LOW,PARTIAL,HIGH,3.6
Linn Crosetto,C,a4a5ed2835e8ea042868b7401dced3f517cafa76,https://github.com/mjg59/linux,MEDIUM,COMPLETE,HIGH,5.9
Linn Crosetto,C,d7a6be58edc01b1c66ecd8fcc91236bfbce0a420,https://github.com/mjg59/linux,LOW,NONE,NONE,3.6
Vincent Bernat,C,dd4f16e7e816f2165fba76e3d162cd8d2978dcb2,https://github.com/vincentbernat/lldpd,MEDIUM,PARTIAL,HIGH,5.9
Vincent Bernat,C,9221b5c249f9e4843f77c7f888d5705348d179c0,https://github.com/vincentbernat/lldpd,MEDIUM,NONE,NONE,3.6
Thomas Oberndörfer,JavaScript,668a9bbe7033f3f475576209305eb57a54306d29,https://github.com/openpgpjs/openpgpjs,MEDIUM,NONE,NONE,3.6
etc,PHP,211fab0093999f59b0b61682aa988ac7d8337aa9,https://github.com/textpattern/textpattern,MEDIUM,NONE,NONE,1.4
Robert Wetzlmayr,PHP,950d9e0e4ee46efa41e791eac6cd55d2f558c3c9,https://github.com/textpattern/textpattern,MEDIUM,PARTIAL,LOW,1.4
Unrud,Python,4bfe7c9f7991d534c8b9fbe153af9d341f925f98,https://github.com/Unrud/Radicale,MEDIUM,PARTIAL,LOW,1.4
Unrud,Python,b4b3d51f33c7623d312f289252dd7bbb8f58bbe6,https://github.com/Unrud/Radicale,HIGH,PARTIAL,HIGH,5.8
Unrud,Python,bcaf452e516c02c9bed584a73736431c5e8831f1,https://github.com/Unrud/Radicale,HIGH,PARTIAL,HIGH,5.8
Steve Lhomme,C++,05beb69ba60acce09f73ed491bb76f332849c3a0,https://github.com/Matroska-Org/libebml,MEDIUM,NONE,NONE,3.6
Steve Lhomme,C++,b66ca475be967547af9a3784e720fbbacd381be6,https://github.com/Matroska-Org/libebml,MEDIUM,NONE,NONE,3.6
Shannon,C#,924a016ffe7ae7ea6d516c07a7852f0095eddbce,https://github.com/umbraco/Umbraco-CMS,MEDIUM,PARTIAL,HIGH,4.7
Sebastiaan Janssen,C#,fe2b86b681455ac975b294652064b2718d4e2ba2,https://github.com/umbraco/Umbraco-CMS,LOW,PARTIAL,LOW,2.7
Sebastiaan Janssen,C#,5dde2efe0d2b3a47d17439e03acabb7ea2befb64,https://github.com/umbraco/Umbraco-CMS,MEDIUM,NONE,NONE,3.6
Lennart Poettering,C,ee735086f8670be1591fa9593e80dd60163a7a2f,https://github.com/systemd/systemd,HIGH,COMPLETE,HIGH,5.9
Mantas Mikulėnas,C,06eeacb6fe029804f296b065b3ce91e796e1cd0e,https://github.com/systemd/systemd,HIGH,COMPLETE,HIGH,5.9
Evgeny Vereshchagin,C,a924f43f30f9c4acaf70618dd2a055f8b0f166be,https://github.com/systemd/systemd,MEDIUM,NONE,NONE,3.6
ven,C,b2774a3ae692113e1f47a336a6c09bac9cfb49ad,https://github.com/systemd/systemd,LOW,NONE,NONE,1.4
Lennart Poettering,C,637486261528e8aa3da9f26a4487dc254f4b7abb,https://github.com/systemd/systemd,MEDIUM,PARTIAL,HIGH,5.9
Zbigniew Jędrzejewski-Szmek,C,5b1cf7a9be37e20133c0208005274ce4a5b5c6a1,https://github.com/systemd/systemd,,,NONE,3.6
AJ ONeal,JavaScript,672f3834ed02c798aa021c618d0a5666c8da000d,https://github.com/broofa/node-uuid,MEDIUM,NONE,NONE,3.6
Nicolas Williams,C,8eb1367ca44e772963e704a700ef72ae2e12babd,https://github.com/stedolan/jq,HIGH,COMPLETE,HIGH,5.9
Antonin Descampe,C,5d00b719f4b93b1445e6fb4c766b9a9883c57949,https://github.com/uclouvain/openjpeg,MEDIUM,PARTIAL,HIGH,5.9
mayeut,SQL,940100c28ae28931722290794889cf84a92c5f6f,https://github.com/uclouvain/openjpeg,HIGH,PARTIAL,HIGH,5.9
trylab,C,c16bc057ba3f125051c9966cf1f5b68a05681de4,https://github.com/uclouvain/openjpeg,MEDIUM,PARTIAL,HIGH,5.9
Matthieu Darbois,C,ef01f18dfc6780b776d0674ed3e7415c6ef54d24,https://github.com/uclouvain/openjpeg,MEDIUM,PARTIAL,HIGH,5.9
Even Rouault,C++,d27ccf01c68a31ad62b33d2dc1ba2bb1eeaafe7b,https://github.com/uclouvain/openjpeg,MEDIUM,NONE,NONE,3.6
Even Rouault,C,397f62c0a838e15d667ef50e27d5d011d2c79c04,https://github.com/uclouvain/openjpeg,MEDIUM,NONE,NONE,3.6
